파일명,평면1_평면도_편차,원1(I) <상>_D_편차,원2(I) <중>_D_편차,원3(I) <하>_D_편차,"원통1(I) <- 원1, 원2, 원3의 측정점 병합_D_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_원통도_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도_편차",점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X_편차,점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y_편차,각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang_편차,직선4 <27° 소재>_Y/X_편차,직선5 <7.5° 소재>_Y/X_편차,점3 <- 직선4와 직선5의 교차점 <소재>_X_편차,직선6 <35.9° 소재>_Y/X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_Y_편차,직선7 <23.1°>_Y/X_편차,직선8 <6°>_Y/X_편차,점5 <- 직선8와 직선7의 교차점_X_편차,점5 <- 직선8와 직선7의 교차점_Y_편차,원4(E) <소재>_X_편차,원4(E) <소재>_Y_편차,원4(E) <소재>_D_편차,원4(E) <소재>_동심도_편차,점6 <- 직선9와 직선10의 교차점 <소재>_X_편차,점6 <- 직선9와 직선10의 교차점 <소재>_Y_편차,점7 <- 직선10와 직선11의 교차점 <소재>_X_편차,점7 <- 직선10와 직선11의 교차점 <소재>_Y_편차,점8 <- 직선13와 직선12의 교차점 <소재>_X_편차,직선14 <23.1° 소재>_Y/X_편차,직선16 <우상 소재>_X/Y_편차,직선18 <좌상 소재>_X/Y_편차,거리1 <- XAXIS[PT]:점9와 점10 <상>_DS_편차,점13 <- 점11와 점12의 중점 <열전관리_상>_X_편차,직선19 <좌하 소재>_X/Y_편차,직선21 <우하 소재>_X/Y_편차,거리2 <- XAXIS[PT]:점14와 점15 <하>_DS_편차,점18 <- 점16와 점17의 중점 <열전관리_하>_X_편차,점19 <상>_Y_편차,점20 <하>_Y_편차,원5(I) <상부>_Y_편차,원5(I) <상부>_D_편차,원6(I) <하부>_Y_편차,원6(I) <하부>_D_편차,거리3 <- XYPLAN[PT]:원5와 원통1_DS_편차,평면2_Z_편차,평면2_평면도_편차,평면2_평행도_편차,"평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도_편차",원7(E) <- 원4의 되부름_X_편차,원7(E) <- 원4의 되부름_Y_편차,원7(E) <- 원4의 되부름_D_편차,원7(E) <- 원4의 되부름_동심도_편차,점28 <- 점27의 되부름 <소재 원점>_X_편차,점28 <- 점27의 되부름 <소재 원점>_Y_편차,각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang_편차,점29 <- 점13의 되부름 <소재원점>_X_편차,점29 <- 점13의 되부름 <소재원점>_Y_편차,점30 <- 점18의 되부름 <소재원점>_X_편차,점30 <- 점18의 되부름 <소재원점>_Y_편차,직선25 <- 직선18의 되부름_X/Y_편차,직선26 <- 직선16의 되부름_X/Y_편차,거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS_편차,품질상태
240321_일상검사_주_초_2-6-1_OK,0,0.028,0.029,0.028,0.028,0,0,0.091,0.008,0.209,0.02,-0.066,-0.228,-0.047,-0.048,0.242,0.005,0.161,-0.157,0.111,0.032,0.126,-0.398,0,0.09,0.118,0.096,0.106,0.015,0.146,0.115,-0.01,0.01,0.027,-0.31,0.055,-0.033,0.022,0.012,-0.065,-0.007,0.072,0.03,0.074,0.063,0.293,0,0,0.536,0,0,0.032,0.126,-0.398,0,0.037,0.003,-0.148,0.05,0.071,0.045,0.018,0.054,0.05,0.01,1
240322_일상검사_주_중_1-5-1_OK,0,0.006,0,-0.001,0.002,0,0,0.056,0.005,-0.107,0.074,-0.016,-0.219,0.038,-0.061,0.26,0.125,0.136,-0.063,0.159,0.019,0.04,-0.427,0,0.048,0.046,0.064,0.048,0.021,0.11,0.424,-0.188,0.007,0.032,-0.205,0.041,-0.02,0.039,0.024,-0.026,-0.017,0.022,0.027,0.038,0.002,0.293,0,0,0.55,0,0,0.019,0.04,-0.427,0,0.034,0.003,-0.213,0.031,0.053,0.039,0.022,-0.167,0.403,0.007,1
240322_일상검사_주_중_1-6-1_OK,0,0.003,0.001,-0.003,0,0,0,0.034,0.003,-0.007,0.046,-0.028,-0.265,-0.028,-0.085,0.261,0.079,0.148,-0.129,0.153,-0.017,0.07,-0.409,0,0.028,0.079,0.041,0.073,-0.012,0.093,0.376,-0.057,0.015,0.005,-0.338,0.015,-0.007,-0.001,0.043,-0.012,-0.04,0.02,0.003,0.026,0.003,0.297,0,0,0.57,0,0,-0.017,0.07,-0.409,0,0.048,0.004,-0.186,0.05,0.061,0.043,0.035,-0.022,0.341,0.015,1
240322_일상검사_주_중_2-1-1_OK,0,0.026,0.03,0.027,0.028,0,0,0.082,0.008,0.042,0.078,-0.038,-0.208,0.002,-0.054,0.255,0.119,0.176,-0.062,0.14,0.041,0.105,-0.4,0,0.096,0.109,0.101,0.08,0.034,0.13,0.405,-0.112,0.008,0.027,-0.263,-0.01,-0.029,0.038,0.022,-0.053,0.014,0.07,0.038,0.056,0.042,0.306,0,0,0.542,0,0,0.041,0.105,-0.4,0,0.025,0.002,-0.179,0.032,0.074,0.043,0.027,-0.057,0.35,0.008,1
240322_일상검사_주_중_2-2-1_OK,0,0.024,0.027,0.023,0.025,0,0,0.068,0.006,0.109,0.045,-0.017,-0.228,-0.126,-0.075,0.262,0.131,0.176,-0.081,0.129,0.025,0.121,-0.403,0,0.065,0.124,0.086,0.087,0.025,0.146,0.1,-0.037,0.01,0.021,-0.304,-0.085,-0.023,0.019,0.015,-0.048,-0.001,0.067,0.028,0.06,0.018,0.329,0,0,0.564,0,0,0.025,0.121,-0.403,0,0.021,0.002,-0.459,0.048,0.066,0.046,0.027,0.025,0.037,0.01,1
240322_일상검사_주_초_1-1-1_OK,0,0.005,0.005,-0.001,0.003,0,0,0.062,0.006,-0.007,0.056,-0.012,-0.244,0.038,-0.069,0.248,0.065,0.121,-0.109,0.155,0.001,0.04,-0.417,0,0.029,0.062,0.05,0.051,0.023,0.08,0.271,-0.012,0.023,0.02,-0.219,-0.052,-0.029,0.03,0.049,-0.069,0.036,0.022,0.057,0.012,-0.012,0.346,0,0,0.587,0,0,0.001,0.04,-0.417,0,0.024,0.002,-0.215,0.036,0.071,0.046,-0.013,0.01,0.249,0.023,1
240322_일상검사_주_초_1-2-1_OK,0,0.002,0.004,0,0.002,0,0,0.064,0.006,0.066,0.037,-0.048,-0.234,-0.009,-0.07,0.243,0.108,0.163,-0.083,0.128,0.01,0.101,-0.42,0,0.053,0.088,0.063,0.082,0.014,0.106,0.477,0.044,0.004,0.006,-0.391,0.009,-0.035,0.018,0.019,-0.057,0.056,0.014,0.105,0.021,-0.001,0.318,0,0,0.552,0,0,0.01,0.101,-0.42,0,0.04,0.004,-0.183,0.038,0.059,0.051,0.009,0.094,0.426,0.004,1
240322_일상검사_주_초_1-3-1_OK,0,0.004,0.006,0,0.004,0,0,0.076,0.007,0.11,0.113,-0.054,-0.215,-0.018,-0.061,0.249,0.11,0.176,-0.081,0.135,0.022,0.116,-0.398,0,0.077,0.118,0.074,0.108,0.012,0.121,0.468,-0.006,0.01,0.012,-0.226,0.011,-0.027,0.017,0.025,-0.058,-0.003,0.018,0.028,0.015,-0.002,0.352,0,0,0.591,0,0,0.022,0.116,-0.398,0,0.033,0.003,-0.241,0.04,0.073,0.046,0.023,0.053,0.409,0.01,1
240322_일상검사_주_초_1-4-1_OK,0,0.005,0.005,0,0.003,0,0,0.053,0.005,-0.082,0.052,-0.059,-0.255,-0.052,-0.072,0.247,0.107,0.157,-0.108,0.134,0.005,0.107,-0.399,0,0.054,0.111,0.07,0.101,0.019,0.126,0.572,-0.075,0.005,-0.01,-0.131,0.088,-0.021,0.003,0.029,-0.042,0.059,0.017,0.079,0.027,-0.032,0.35,0,0,0.585,0,0,0.005,0.107,-0.399,0,0.042,0.004,-0.157,0.03,0.067,0.042,0.029,-0.022,0.519,0.005,1
240322_일상검사_주_초_1-5-1_OK,0,0.001,0.003,0.001,0.002,0,0,0.055,0.005,-0.271,0.092,-0.038,-0.22,0.07,-0.058,0.249,0.231,0.155,-0.033,0.148,0.021,0.087,-0.406,0,0.07,0.091,0.078,0.084,0.034,0.082,0.323,-0.06,0.009,0.031,-0.373,-0.052,-0.024,0.029,0.025,-0.048,-0.009,0.02,0.027,0.017,-0.014,0.332,0,0,0.576,0,0,0.021,0.087,-0.406,0,0.042,0.004,-0.227,0.048,0.068,0.045,0.023,-0.019,0.282,0.009,1
240322_일상검사_주_초_1-6-1_OK,0,0.005,0.006,0,0.003,0,0,0.115,0.011,0.109,0.054,-0.015,-0.218,0.105,-0.053,0.235,0.103,0.137,-0.051,0.144,0.024,0.068,-0.408,0,0.067,0.086,0.081,0.084,0.039,0.1,0.356,-0.011,0.021,0.04,-0.371,-0.238,-0.049,0.042,0.038,-0.12,-0.016,0.02,0.033,0.017,-0.013,0.342,0,0,0.595,0,0,0.024,0.068,-0.408,0,0.032,0.003,-0.215,0.046,0.081,0.048,-0.035,0.025,0.32,0.021,1
240323_일상검사_주_중_1-1-1_OK,0,-0.002,0.002,0.004,0.001,0,0,0.063,0.006,0.029,0.043,-0.007,-0.223,0.009,-0.06,0.229,0.065,0.1,-0.119,0.134,-0.004,0.064,-0.428,0,0.036,0.078,0.049,0.078,0,0.072,0.076,0.026,0.02,0.011,-0.368,-0.305,-0.043,0.033,0.041,-0.096,0.067,0.012,0.085,0.011,0.051,0.329,0,0,0.387,0,0,-0.004,0.064,-0.428,0,0.017,0.002,-0.219,0.041,0.067,0.064,-0.024,0.06,0.042,0.02,1
240323_일상검사_주_중_1-2-1_OK,0,-0.004,0.002,0.005,0.001,0,0,0.073,0.007,0.248,0.188,-0.025,-0.168,-0.211,-0.036,0.28,0.201,0.212,-0.036,0.173,-0.011,0.113,-0.423,0,0.019,0.078,0.082,0.134,0.023,0.132,-0.126,-0.308,0.05,0.003,-0.376,-0.444,0.018,0.024,0.048,0,0.058,0.017,0.088,0.011,0.018,0.387,0,0,0.583,0,0,-0.011,0.113,-0.423,0,0.083,0.008,-0.089,0.06,0.085,0.081,0.058,-0.253,-0.181,0.05,1
240323_일상검사_주_중_1-3-1_OK,0,0.003,0.007,0.003,0.004,0,0,0.061,0.006,0.152,0.12,0.003,-0.178,-0.023,-0.055,0.268,0.122,0.161,-0.08,0.171,0.002,0.063,-0.416,0,0.036,0.066,0.058,0.066,0.01,0.1,0.15,0.045,0.017,0.023,-0.284,0.051,-0.003,0.039,0.039,-0.011,-0.024,0.051,0.005,0.053,0.036,0.248,0,0,0.485,0,0,0.002,0.063,-0.416,0,0.036,0.003,-0.167,0.047,0.062,0.063,0.045,0.076,0.119,0.017,1
240323_일상검사_주_중_1-4-1_OK,0,-0.002,0.002,0.004,0.002,0,0,0.099,0.009,0.103,0.05,-0.066,-0.222,-0.056,-0.042,0.237,0.143,0.177,-0.066,0.118,0.041,0.127,-0.399,0,0.114,0.121,0.1,0.103,0.035,0.106,0.351,-0.11,0.007,0.018,-0.296,-0.076,-0.036,0.033,0.017,-0.09,0.067,0.012,0.087,0.005,-0.007,0.357,0,0,0.54,0,0,0.041,0.127,-0.399,0,0.038,0.004,-0.188,0.034,0.071,0.048,0.004,-0.04,0.281,0.007,1
240323_일상검사_주_중_1-5-1_OK,0,0.002,0.011,0.005,0.006,0,0,0.068,0.006,0.031,0.02,-0.02,-0.223,-0.009,-0.051,0.278,0.152,0.166,-0.042,0.165,0.028,0.07,-0.417,0,0.075,0.073,0.093,0.055,0.021,0.117,0.443,-0.056,0.002,0.03,-0.261,0.066,-0.006,0.056,0.019,0.004,0.003,0.011,0.019,0.012,-0.04,0.346,0,0,0.49,0,0,0.028,0.07,-0.417,0,0.039,0.004,-0.199,0.034,0.057,0.059,0.059,-0.022,0.409,0.002,1
240323_일상검사_주_중_1-6-1_OK,0,0,0.003,-0.001,0.001,0,0,0.048,0.004,0.107,0.071,-0.03,-0.251,-0.021,-0.087,0.259,0.147,0.171,-0.106,0.139,-0.005,0.11,-0.406,0,0.051,0.101,0.057,0.099,-0.009,0.113,0.155,0.032,0.018,-0.002,-0.174,0.093,-0.016,0.003,0.036,-0.038,0.019,0.015,0.055,0.016,-0.002,0.398,0,0,0.576,0,0,-0.005,0.11,-0.406,0,0.032,0.003,-0.194,0.048,0.077,0.053,0.036,0.085,0.102,0.018,1
240323_일상검사_주_초_2-1-1_OK,0,0.022,0.03,0.026,0.026,0,0,0.095,0.009,0.217,0.244,-0.035,-0.096,-0.132,0.006,0.264,0.165,0.204,-0.007,0.146,0.034,0.124,-0.412,0,0.104,0.122,0.155,0.082,-0.015,0.043,0.27,-0.254,0.018,0.038,-0.499,-0.03,-0.013,0.064,0.026,-0.024,-0.017,0.066,0.004,0.052,0.015,0.349,0,0,0.553,0,0,0.034,0.124,-0.412,0,0.065,0.006,0.066,0.057,0.079,0.084,0.047,-0.193,0.21,0.018,1
240323_일상검사_주_초_2-2-1_OK,0,0.021,0.028,0.024,0.024,0,0,0.086,0.008,0.205,0.389,-0.043,-0.067,-0.176,0,0.259,0.166,0.214,-0.026,0.143,0.032,0.151,-0.385,0,0.094,0.152,0.145,0.118,0.036,0.079,0.21,-0.255,0.02,0.023,-0.409,-0.117,-0.006,0.046,0.028,-0.02,-0.003,0.062,0.008,0.053,-0.001,0.306,0,0,0.492,0,0,0.032,0.151,-0.385,0,0.059,0.006,0.169,0.055,0.095,0.079,0.066,-0.186,0.141,0.02,1
240323_일상검사_주_초_2-3-1_OK,0,0.019,0.028,0.025,0.024,0,0,0.03,0.003,0.183,0.301,-0.059,-0.114,-0.146,-0.037,0.285,0.272,0.233,-0.04,0.149,0.017,0.172,-0.376,0,0.07,0.161,0.13,0.113,0.001,0.15,0.205,-0.191,0.026,-0.01,-0.469,-0.24,0.023,0.039,0.039,0.05,0.036,0.07,0.048,0.06,-0.006,0.29,0,0,0.403,0,0,0.017,0.172,-0.376,0,0.042,0.004,0.095,0.045,0.096,0.095,0.119,-0.11,0.124,0.026,1
240323_일상검사_주_초_2-4-1_OK,0,0.022,0.027,0.025,0.025,0,0,0.003,0,0.074,0.322,0.021,-0.166,-0.004,-0.07,0.289,0.11,0.149,-0.09,0.217,-0.062,0.019,-0.395,0,-0.022,0.071,0.042,0.054,-0.034,0.005,0.157,-0.121,0.053,-0.006,-0.281,0.006,0.031,0.016,0.098,0.053,0.046,0.056,0.052,0.059,0.05,0.35,0,0,0.54,0,0,-0.062,0.019,-0.395,0,0.061,0.006,0.186,0.059,0.089,0.081,0.065,-0.119,0.155,0.053,1
240323_일상검사_주_초_2-5-1_OK,0,0.021,0.028,0.023,0.024,0,0,0.083,0.008,0.169,0.284,0.034,-0.118,-0.151,0.01,0.282,0.075,0.154,-0.055,0.197,0.019,0.037,-0.399,0,0.074,0.079,0.12,0.055,0.025,0.054,0.075,-0.067,0.038,0.058,-0.512,-0.161,0.006,0.07,0.066,0.001,0.007,0.06,0.04,0.048,0.051,0.294,0,0,0.492,0,0,0.019,0.037,-0.399,0,0.051,0.005,0.204,0.056,0.092,0.068,0.05,-0.051,0.059,0.038,1
240323_일상검사_주_초_2-6-1_OK,0,0.021,0.026,0.024,0.024,0,0,0.058,0.005,0.101,0.297,-0.001,-0.123,-0.097,-0.004,0.288,0.135,0.161,-0.032,0.21,0.003,0.036,-0.388,0,0.056,0.083,0.104,0.053,0.009,0.019,0.07,-0.008,0.039,0.047,-0.371,-0.252,0.022,0.073,0.066,0.036,0.019,0.056,0.016,0.059,0.048,0.311,0,0,0.495,0,0,0.003,0.036,-0.388,0,0.065,0.006,0.218,0.059,0.084,0.085,0.071,0.007,0.055,0.039,1
240325_일상검사_주_중_1-1-1_OK,0,-0.002,0.001,-0.001,-0.001,0,0,0.025,0.002,0.098,0.275,-0.008,-0.175,-0.112,-0.047,0.266,0.151,0.162,-0.077,0.175,-0.042,0.071,-0.395,0,0.013,0.106,0.066,0.069,-0.023,0.048,0.203,-0.174,0.049,-0.008,-0.279,-0.241,0.018,0.015,0.072,0.009,0.041,0.015,0.071,0.028,-0.005,0.326,0,0,0.549,0,0,-0.042,0.071,-0.395,0,0.072,0.007,0.174,0.06,0.081,0.083,0.044,-0.142,0.172,0.049,1
240325_일상검사_주_중_2-2-1_OK,0,0.029,0.031,0.029,0.03,0,0,0.071,0.007,0.092,0.102,-0.059,-0.22,-0.022,-0.057,0.259,0.146,0.189,-0.073,0.138,0.023,0.123,-0.407,0,0.094,0.115,0.092,0.104,0.023,0.128,0.289,-0.115,0.005,0.016,-0.351,0.118,-0.011,0.018,0.016,-0.026,-0.038,0.057,-0.024,0.045,-0.013,0.338,0,0,0.572,0,0,0.023,0.123,-0.407,0,0.047,0.004,-0.149,0.046,0.067,0.047,0.059,-0.058,0.232,0.005,1
240325_일상검사_주_중_2-3-1_OK,0,0.026,0.034,0.029,0.029,0,0,0.078,0.007,0.135,0.018,-0.065,-0.233,-0.019,-0.058,0.251,0.139,0.183,-0.068,0.13,0.02,0.122,-0.412,0,0.077,0.115,0.081,0.099,0.028,0.144,0.495,0.008,-0.001,0.016,-0.364,0.096,-0.017,0.019,0.01,-0.034,-0.023,0.051,0.015,0.047,0,0.333,0,0,0.569,0,0,0.02,0.122,-0.412,0,0.055,0.005,-0.189,0.048,0.059,0.051,0.042,0.068,0.435,-0.001,1
240325_일상검사_주_중_2-5-1_OK,0,0.025,0.029,0.023,0.026,0,0,0.102,0.01,0.028,0.117,-0.023,-0.165,0.011,-0.011,0.277,0.159,0.148,0.005,0.188,0.062,0.032,-0.411,0,0.085,0.055,0.112,0.053,0.08,0.094,0.516,-0.022,0.004,0.075,-0.229,0.069,-0.007,0.083,0.02,-0.017,0.066,0.056,0.066,0.047,0.117,0.339,0,0,0.564,0,0,0.062,0.032,-0.411,0,0.044,0.004,-0.161,0.032,0.057,0.039,0.048,-0.005,0.498,0.004,1
240326_일상검사_주_중_1-1-1_OK,0,0.024,0.03,0.028,0.027,0,0,0.04,0.004,0.066,0.06,-0.034,-0.269,-0.071,-0.062,0.276,0.111,0.149,-0.102,0.174,-0.004,0.06,-0.409,0,0.038,0.074,0.053,0.058,-0.006,0.101,0.196,-0.053,0.026,0.009,-0.152,0.02,0.001,0.036,0.055,-0.005,0.042,0.032,0.032,0.033,0.011,0.284,0,0,0.433,0,0,-0.004,0.06,-0.409,0,0.022,0.002,-0.207,0.038,0.074,0.064,0.049,-0.023,0.166,0.026,1
240326_일상검사_주_중_1-2-1_OK,0,0.024,0.026,0.026,0.025,0,0,0.065,0.006,0.004,-0.027,0.48,-0.108,0.017,-0.291,0.437,0.094,0.125,-0.089,0.177,-0.004,0.031,-0.418,0,0.028,0.052,0.052,0.054,0.008,0.115,0.227,-0.154,0.03,0.032,-0.249,-0.008,-0.016,0.041,0.057,-0.04,0.027,0.031,0.077,0.022,0.063,0.334,0,0,0.59,0,0,-0.004,0.031,-0.418,0,0.057,0.005,-0.005,0.048,0.076,0.057,0.012,-0.137,0.21,0.03,1
240326_일상검사_주_중_1-3-1_OK,0,0.022,0.029,0.024,0.025,0,0,0.031,0.003,-0.039,0.107,-0.004,-0.265,-0.042,-0.079,0.265,0.098,0.13,-0.12,0.178,-0.028,0.041,-0.408,0,0.001,0.071,0.033,0.063,-0.02,0.049,0.166,-0.06,0.033,0.002,-0.272,-0.023,-0.005,0.012,0.068,-0.022,0.086,0.017,0.086,0.024,0.124,0.287,0,0,0.5,0,0,-0.028,0.041,-0.408,0,0.033,0.003,-0.163,0.044,0.079,0.055,0.025,-0.042,0.148,0.033,1
240326_일상검사_주_중_2-1-1_OK,0,0.003,0.005,0.004,0.004,0,0,0.027,0.003,0.07,0.312,0.011,-0.164,-0.125,-0.045,0.266,0.113,0.149,-0.087,0.171,-0.035,0.056,-0.412,0,0.024,0.079,0.058,0.057,-0.014,0.044,0.099,-0.146,0.037,0.007,-0.484,-0.167,0.003,0.022,0.067,0.007,0.047,0.031,0.06,0.034,0.009,0.35,0,0,0.574,0,0,-0.035,0.056,-0.412,0,0.06,0.006,0.132,0.061,0.078,0.076,0.04,-0.122,0.076,0.037,1
240326_일상검사_주_중_2-2-1_OK,0,0.004,0.008,0.003,0.005,0,0,0.054,0.005,0.177,0.273,-0.001,-0.136,-0.14,-0.039,0.255,0.145,0.205,-0.075,0.137,-0.004,0.138,-0.401,0,0.048,0.135,0.102,0.099,0.002,0.101,0.239,-0.26,0.027,-0.001,-0.427,-0.151,-0.007,0.014,0.044,-0.033,0.039,0.035,0.076,0.037,-0.004,0.338,0,0,0.578,0,0,-0.004,0.138,-0.401,0,0.058,0.005,0.154,0.06,0.096,0.074,0.04,-0.194,0.173,0.027,1
240326_일상검사_주_중_2-3-1_OK,0,0.005,0.007,0.003,0.005,0,0,0.076,0.007,0.094,0.284,-0.028,-0.129,-0.153,-0.002,0.235,0.153,0.191,-0.035,0.138,0.019,0.121,-0.403,0,0.081,0.139,0.124,0.101,0.016,0.069,0.198,-0.158,0.021,0.033,-0.465,-0.24,-0.026,0.028,0.035,-0.066,0.003,0.034,0.052,0.041,0.011,0.337,0,0,0.595,0,0,0.019,0.121,-0.403,0,0.057,0.005,0.114,0.065,0.086,0.06,0.016,-0.099,0.139,0.021,1
240327_일상검사_주_초_1-1-1_OK,0,-0.003,0.005,0.002,0.001,0,0,0.042,0.004,0.2,0.282,-0.027,-0.152,-0.147,-0.041,0.268,0.178,0.205,-0.052,0.153,0.002,0.135,-0.387,0,0.087,0.139,0.103,0.109,-0.031,0.047,0.191,-0.103,0.03,0.003,-0.401,-0.26,0.006,0.021,0.051,0.002,0.052,0.017,0.052,0.018,-0.023,0.363,0,0,0.591,0,0,0.002,0.135,-0.387,0,0.052,0.005,0.142,0.057,0.094,0.074,0.067,-0.039,0.127,0.03,1
240401_일상검사_야_중_1-1-1_OK,0,0.002,0.002,0.002,0.002,0,0,0.083,0.008,0.029,0.133,0.018,-0.193,-0.165,-0.04,0.27,0.203,0.159,-0.058,0.18,-0.021,0.061,-0.404,0,-0.001,0.075,0.074,0.071,-0.035,0.003,0.415,-0.219,0.036,0.011,-0.405,-0.064,0.002,0.018,0.05,-0.027,0.055,0.007,0.073,0.008,0.035,0.341,0,0,0.558,0,0,-0.021,0.061,-0.404,0,0.119,0.011,0.245,0.056,0.073,0.062,0.03,-0.195,0.392,0.036,1
240401_일상검사_야_중_2-6-1_OK,0,0.011,0.019,0.013,0.014,0,0,0.056,0.005,0.028,0.201,0.036,-0.224,-0.064,-0.058,0.264,0.15,0.113,-0.093,0.2,-0.059,-0.006,-0.424,0,-0.038,0.026,0.041,0.033,-0.071,-0.007,0.183,-0.282,0.056,0.015,-0.392,-0.148,-0.001,0.001,0.086,-0.036,0.018,0.034,0.071,0.034,0.052,0.357,0,0,0.621,0,0,-0.059,-0.006,-0.424,0,0.114,0.011,0.203,0.066,0.076,0.053,-0.007,-0.289,0.19,0.056,1
240401_일상검사_야_초_1-1-1_OK,0,0,0.003,-0.001,0.001,0,0,0.062,0.006,0.033,0.169,-0.002,-0.192,-0.199,-0.039,0.286,0.17,0.159,-0.098,0.186,-0.021,0.06,-0.398,0,-0.002,0.073,0.084,0.063,-0.036,0.006,0.346,-0.338,0.037,0.006,-0.458,0.044,0.027,0.006,0.053,0.042,0.047,0.022,0.043,0.014,0.029,0.305,0,0,0.515,0,0,-0.021,0.06,-0.398,0,0.12,0.011,0.257,0.05,0.069,0.05,0.068,-0.314,0.321,0.037,1
240401_일상검사_야_초_1-2-1_OK,0,-0.001,0.001,0,0,0,0,0.086,0.008,0.122,0.118,-0.026,-0.198,-0.142,-0.041,0.254,0.228,0.188,-0.055,0.148,-0.018,0.117,-0.409,0,0.025,0.106,0.081,0.1,-0.045,0.003,0.33,-0.352,0.02,-0.005,-0.566,-0.025,-0.002,0.008,0.028,-0.023,0.007,0.026,0.036,0.022,-0.012,0.295,0,0,0.524,0,0,-0.018,0.117,-0.409,0,0.117,0.011,0.2,0.059,0.068,0.073,0.051,-0.307,0.286,0.02,1
240401_일상검사_야_초_1-3-1_OK,0,0.002,0.005,-0.002,0.002,0,0,0.094,0.009,0.163,0.111,-0.03,-0.198,-0.17,-0.036,0.252,0.139,0.18,-0.121,0.13,-0.021,0.121,-0.419,0,0.007,0.104,0.109,0.085,-0.035,0.023,0.235,-0.328,0.025,0.001,-0.372,-0.176,-0.008,0.012,0.031,-0.045,-0.005,0.02,0.017,0.023,0.012,0.29,0,0,0.516,0,0,-0.021,0.121,-0.419,0,0.119,0.011,0.153,0.07,0.068,0.081,0.021,-0.273,0.18,0.025,1
240401_일상검사_야_초_1-5-1_OK,0,-0.005,-0.004,-0.008,-0.006,0,0,0.093,0.009,0.254,0.127,-0.036,-0.182,-0.192,-0.023,0.271,0.166,0.201,-0.062,0.156,0.002,0.11,-0.404,0,0.042,0.097,0.106,0.085,-0.03,0.041,0.258,-0.216,0.028,0.011,-0.41,0.087,0.004,0.016,0.029,-0.011,-0.012,0.02,0.031,0.019,-0.036,0.305,0,0,0.529,0,0,0.002,0.11,-0.404,0,0.108,0.01,0.168,0.055,0.066,0.059,0.045,-0.163,0.206,0.028,1
240401_일상검사_야_초_1-6-1_OK,0,0.002,0.003,-0.003,0.001,0,0,0.069,0.006,0.16,0.146,-0.001,-0.197,-0.162,-0.039,0.283,0.188,0.158,-0.074,0.19,-0.029,0.049,-0.407,0,0.011,0.06,0.077,0.071,-0.048,0.014,0.315,-0.231,0.035,0.01,-0.385,-0.045,0.021,0.021,0.054,0.025,-0.03,0.016,-0.021,0.022,0.01,0.305,0,0,0.508,0,0,-0.029,0.049,-0.407,0,0.117,0.011,0.193,0.057,0.062,0.068,0.056,-0.211,0.296,0.035,1
240401_일상검사_야_초_2-3-1_OK,0,0.012,0.016,0.015,0.014,0,0,0.048,0.005,-0.298,0.148,0.028,-0.204,-0.114,-0.041,0.271,0.147,0.123,-0.087,0.191,-0.034,0.013,-0.422,0,-0.003,0.035,0.047,0.037,-0.043,-0.041,0.279,-0.272,0.043,0.017,-0.331,-0.061,0.002,0.025,0.069,-0.021,0.05,0.045,0.074,0.042,0.078,0.367,0,0,0.585,0,0,-0.034,0.013,-0.422,0,0.115,0.011,0.215,0.054,0.067,0.062,0.015,-0.27,0.276,0.043,1
240401_일상검사_야_초_2-4-1_OK,0,0.012,0.019,0.015,0.015,0,0,0.095,0.009,0.089,0.075,-0.038,-0.189,-0.131,-0.029,0.238,0.176,0.177,-0.08,0.117,-0.006,0.121,-0.433,0,0.011,0.101,0.093,0.082,-0.024,0.026,0.454,-0.308,0.017,0,-0.382,-0.199,-0.019,0.014,0.018,-0.073,0.022,0.041,0.061,0.037,-0.009,0.366,0,0,0.593,0,0,-0.006,0.121,-0.433,0,0.112,0.01,0.118,0.056,0.061,0.07,0.003,-0.251,0.396,0.017,1
